  0.103390E+00  0.221303E+07  0.219867E+07 -0.137568E+01  0.590729E+01  0.000000E+00  0.221063E+07
  0.105762E+00  0.216086E+07  0.214746E+07 -0.448136E+01  0.570778E+01  0.000000E+00  0.215862E+07
  0.108135E+00  0.211414E+07  0.210177E+07 -0.541889E+01  0.562535E+01  0.000000E+00  0.211207E+07
  0.110508E+00  0.207166E+07  0.206032E+07 -0.438962E+01  0.531884E+01  0.000000E+00  0.206976E+07
  0.112881E+00  0.203218E+07  0.202186E+07 -0.366591E+01  0.478456E+01  0.000000E+00  0.203046E+07
  0.115253E+00  0.199455E+07  0.198517E+07 -0.211813E+01  0.431200E+01  0.000000E+00  0.199299E+07
  0.117626E+00  0.195773E+07  0.194917E+07 -0.357069E+01  0.411416E+01  0.000000E+00  0.195630E+07
  0.119999E+00  0.192085E+07  0.191298E+07 -0.409089E+01  0.408969E+01  0.000000E+00  0.191953E+07
  0.122372E+00  0.188322E+07  0.187589E+07 -0.369474E+01  0.397024E+01  0.000000E+00  0.188199E+07
  0.124745E+00  0.184439E+07  0.183745E+07 -0.413163E+01  0.364136E+01  0.000000E+00  0.184323E+07
  0.127117E+00  0.180413E+07  0.179742E+07 -0.313817E+01  0.325341E+01  0.000000E+00  0.180301E+07
  0.129490E+00  0.176243E+07  0.175579E+07 -0.340734E+01  0.301980E+01  0.000000E+00  0.176132E+07
  0.131863E+00  0.171944E+07  0.171276E+07 -0.254749E+01  0.296600E+01  0.000000E+00  0.171832E+07
  0.134236E+00  0.167550E+07  0.166868E+07 -0.135882E+01  0.292003E+01  0.000000E+00  0.167436E+07
  0.136608E+00  0.163106E+07  0.162402E+07 -0.202715E+01  0.272955E+01  0.000000E+00  0.162988E+07
  0.138981E+00  0.158665E+07  0.157936E+07 -0.220226E+01  0.243399E+01  0.000000E+00  0.158544E+07
  0.141354E+00  0.154285E+07  0.153528E+07 -0.293848E+01  0.220029E+01  0.000000E+00  0.154159E+07
  0.143727E+00  0.150021E+07  0.149239E+07 -0.226176E+01  0.211954E+01  0.000000E+00  0.149890E+07
  0.146100E+00  0.145926E+07  0.145122E+07 -0.682055E+00  0.211033E+01  0.000000E+00  0.145791E+07
  0.148472E+00  0.142044E+07  0.141224E+07 -0.705398E+00  0.202852E+01  0.000000E+00  0.141907E+07
  0.150845E+00  0.138410E+07  0.137581E+07 -0.703406E+00  0.183828E+01  0.000000E+00  0.138271E+07
  0.153218E+00  0.135048E+07  0.134218E+07 -0.149556E+01  0.164300E+01  0.000000E+00  0.134909E+07
  0.155591E+00  0.131968E+07  0.131146E+07 -0.150110E+01  0.155349E+01  0.000000E+00  0.131831E+07
  0.157963E+00  0.129170E+07  0.128364E+07 -0.523519E+00  0.155919E+01  0.000000E+00  0.129035E+07
  0.160336E+00  0.126640E+07  0.125858E+07 -0.503144E+00  0.155009E+01  0.000000E+00  0.126510E+07
  0.162709E+00  0.124357E+07  0.123604E+07 -0.266909E+00  0.145115E+01  0.000000E+00  0.124231E+07
  0.165082E+00  0.122289E+07  0.121570E+07 -0.702388E+00  0.130504E+01  0.000000E+00  0.122169E+07
  0.167455E+00  0.120400E+07  0.119718E+07 -0.101449E+01  0.121222E+01  0.000000E+00  0.120286E+07
  0.169827E+00  0.118649E+07  0.118006E+07 -0.700850E+00  0.120909E+01  0.000000E+00  0.118542E+07
  0.172200E+00  0.116996E+07  0.116391E+07 -0.958828E+00  0.123003E+01  0.000000E+00  0.116895E+07
  0.174573E+00  0.115401E+07  0.114833E+07 -0.667404E+00  0.119070E+01  0.000000E+00  0.115306E+07
  0.176946E+00  0.113828E+07  0.113292E+07 -0.512071E+00  0.108659E+01  0.000000E+00  0.113738E+07
  0.179318E+00  0.112246E+07  0.111739E+07 -0.514000E+00  0.991463E+00  0.000000E+00  0.112161E+07
  0.181691E+00  0.110630E+07  0.110147E+07 -0.268451E+00  0.965089E+00  0.000000E+00  0.110549E+07
  0.184064E+00  0.108963E+07  0.108498E+07 -0.791450E+00  0.984550E+00  0.000000E+00  0.108885E+07
  0.186437E+00  0.107236E+07  0.106784E+07 -0.895820E+00  0.976885E+00  0.000000E+00  0.107160E+07
  0.188810E+00  0.105446E+07  0.105001E+07 -0.810042E+00  0.907482E+00  0.000000E+00  0.105372E+07
  0.191182E+00  0.103598E+07  0.103156E+07 -0.668509E+00  0.817331E+00  0.000000E+00  0.103524E+07
  0.193555E+00  0.101702E+07  0.101259E+07 -0.187318E+00  0.769756E+00  0.000000E+00  0.101628E+07
  0.195928E+00  0.997744E+06  0.993263E+06 -0.454548E+00  0.775227E+00  0.000000E+00  0.996996E+06
  0.198301E+00  0.978330E+06  0.973780E+06 -0.640375E+00  0.783163E+00  0.000000E+00  0.977570E+06
  0.200673E+00  0.958985E+06  0.954356E+06 -0.747310E+00  0.745244E+00  0.000000E+00  0.958212E+06
  0.203046E+00  0.939921E+06  0.935212E+06 -0.781084E+00  0.671518E+00  0.000000E+00  0.939134E+06
  0.205419E+00  0.921339E+06  0.916558E+06 -0.337090E+00  0.614688E+00  0.000000E+00  0.920540E+06
  0.209487E+00  0.891113E+06  0.886249E+06 -0.724188E+00  0.640513E+00  0.000000E+00  0.890300E+06
  0.213635E+00  0.862992E+06  0.858120E+06 -0.646101E-01  0.560746E+00  0.000000E+00  0.862178E+06
  0.217865E+00  0.837489E+06  0.832701E+06 -0.335244E+00  0.494962E+00  0.000000E+00  0.836689E+06
  0.222179E+00  0.814733E+06  0.810118E+06 -0.560439E+00  0.462534E+00  0.000000E+00  0.813962E+06
  0.226578E+00  0.794443E+06  0.790074E+06 -0.457843E+00  0.433995E+00  0.000000E+00  0.793713E+06
  0.231065E+00  0.775990E+06  0.771907E+06 -0.288153E+00  0.434928E+00  0.000000E+00  0.775308E+06
  0.235640E+00  0.758524E+06  0.754730E+06 -0.278539E+00  0.427591E+00  0.000000E+00  0.757890E+06
  0.240306E+00  0.741153E+06  0.737611E+06 -0.327624E+00  0.365024E+00  0.000000E+00  0.740561E+06
  0.245065E+00  0.723131E+06  0.719779E+06 -0.269921E+00  0.357859E+00  0.000000E+00  0.722571E+06
  0.249917E+00  0.704020E+06  0.700782E+06 -0.834162E-01  0.356819E+00  0.000000E+00  0.703478E+06
  0.254866E+00  0.683775E+06  0.680581E+06 -0.298971E+00  0.334958E+00  0.000000E+00  0.683242E+06
  0.259913E+00  0.662745E+06  0.659544E+06 -0.225040E+00  0.306102E+00  0.000000E+00  0.662210E+06
  0.265059E+00  0.641563E+06  0.638335E+06 -0.262051E+00  0.257794E+00  0.000000E+00  0.641024E+06
  0.270308E+00  0.620975E+06  0.617733E+06 -0.189436E+00  0.263809E+00  0.000000E+00  0.620433E+06
